""	"WT1"	"WT2"	"C1"	"C2"	"C3"	"Tg197-1"	"Tg197-2"	"Tg197-3"	"Tg197-C1"	"Tg197-C3"
"Fcmr"	0	0	0	0	0	0	0	0	0	0
"Il24"	0	0	0	0	0	0	0	0	0	0
"Il20"	0	0	0	0	0	0	0	0	0	0
"Il19"	-0.238834464860173	-0.185268546254875	-0.258657931017023	-0.258839960246002	-0.260135564108763	-0.226937207719991	-0.143209731752302	-0.260934095123795	-0.160718909770273	-0.257549609592457
"Il10"	4.04192606269317	4.14688269386337	3.85712733549763	3.87606080241515	4.22810491192329	4.10829731510646	4.01149239277151	3.65155164533406	3.8022222748802	3.81305409732769
"Mapkapk2"	9.37822778220205	9.36918703048936	9.02727899449724	9.23621905209195	9.60033876325841	9.58922803272496	9.41699155399773	9.38857592785462	9.69786006351519	10.1507644702193
"Dyrk3"	0.461653180092696	0.363794571573699	0.36435420293838	0.481979126954931	0.36169804091168	0.497458199928357	0.487431236729655	0.455004537249442	0.362203852267515	0.366332889175683
"Eif2d"	5.75667843344202	5.1410936290037	5.23363200608126	5.46536336166021	5.5406748558343	5.21382012029247	5.47867964160494	5.41757152213455	5.41552392327314	5.40159600266673
"Rassf5"	6.74716329327604	6.48529851509046	6.12623688490823	6.31677357125822	6.51171430593819	6.7932011212665	7.04672204339214	6.48755126726301	6.55074892032141	6.95996862640959
"Ikbke"	6.22326244856816	5.50530519369198	5.76505585000277	5.68764368748246	5.49709536645186	6.19303241391438	6.39446840836889	6.46793695994369	6.45803760678592	7.06869297090603
"Srgap2"	7.11115016955942	7.22500519979294	7.28733737606549	7.43683015595531	7.21615361911699	7.36704361169379	7.55640812372953	7.50568649518236	7.14976878860674	6.83504571141244
"Fam72a"	3.25221027851762	3.26700798815956	3.09761523316798	3.12480458508074	3.49724592300466	3.16648375740545	3.28142193379795	3.11035055998753	3.20395116348831	3.01431951989684
"Avpr1b"	0	0	0	0	0	0	0	0	0	0
"Ctse"	0	0	0	0	0	0	0	0	0	0
"Rab7b"	6.72154894319434	6.72573611484668	6.63520464886848	6.68748673944119	6.78314658417695	6.57618181736445	6.93429563024239	6.87850126103119	6.71056007530138	6.48044222629301
"Slc26a9"	0	0	0	0	0	0	0	0	0	0
"Pm20d1"	-0.689016531483357	-0.709238795037502	-0.70902656217908	-0.672407943341899	-0.678037100408966	-0.647146292902916	-0.71044851597786	-0.653358309069183	-0.676818788520563	-0.708272033839846
"Slc41a1"	6.77414886883782	6.84794575546323	7.00507378598279	7.17013598254138	6.86010442038758	6.7754734796395	6.60480689964248	6.8117375586605	6.86377274828848	6.9384835455446
"Rab29"	7.4612336096383	7.22667980789651	7.36712620799382	7.46944735539547	7.36353765605171	7.18792928679239	7.35801352688378	7.31457943899942	6.91683370182694	6.9301562783136
"Nucks1"	8.19688162243638	8.41845210790874	8.31328860795299	8.14826410085344	8.09553101013817	8.22473310365221	8.25525782728882	8.18467940645308	8.36225678772357	8.06889625261276
"Slc45a3"	2.97418502435785	2.97976318571209	2.95996657581654	2.95417971794341	2.99142801647956	2.99134889976055	2.94254690960404	2.86014040117894	2.86353991619954	3.02765572941919
"Elk4"	8.93982554813592	8.77837693290013	8.40058224952977	8.6893553045381	8.58752873786615	8.73903101929109	8.93502514934628	8.91773252785492	8.68052353455474	8.38738844078432
"Mfsd4a"	-0.312444153787843	-0.295117765279423	-0.220281936942515	-0.332761043488715	-0.334004382859054	-0.237378402823257	-0.273568527434362	-0.334770901347777	-0.333735181388619	-0.331523151205098
"Cdk18"	3.2237126901132	3.21793823192813	3.49803194991938	3.22147998718375	3.47550289896688	3.67966470194898	3.25163595265013	3.67816100025134	3.19363662507076	3.62949195489352
"Lemd1"	0.892890790896153	0.945153572562005	1.15308352345759	0.90820515739766	0.900119293943366	0.997376995454308	0.927579550436029	0.895102841345253	0.969822268768901	0.871489812984509
"Gm10188"	0	0	0	0	0	0	0	0	0	0
"Klhdc8a"	5.88660331616963	6.44362197908261	6.35389082084753	6.07887875637905	6.19519408576456	5.92893535916802	5.99377179801374	5.86431110386374	5.63784581334906	5.94706084645417
"Nuak2"	5.62437375020604	5.72664609865123	6.14284588331985	5.93832567037984	5.99761324884207	6.05569768191388	5.47245258205004	5.50608151840632	5.75254675233743	5.94058457846566
"Tmcc2"	6.00329198182516	6.26093641428201	6.54088181023773	6.49717549701444	6.21170157502545	6.6094853148362	6.45707799443557	6.60239165785283	6.85716579898646	6.80949230546301
"Dstyk"	6.06392758713404	6.69145158288061	6.3689891493482	6.52401667953589	6.35926907897875	6.57562766403267	6.40583514473839	6.24408426658585	5.96768098292166	5.78471124552551
"Rbbp5"	6.58685397514589	6.30472853601415	6.34566524478709	6.56155155281116	7.68137915372995	6.87496700383343	6.64578665797677	6.32959618747876	6.31344946957779	6.46127635251939
"Tmem81"	0.929753971683233	0.940852257337436	0.826482926188914	0.942575346378788	0.957143263665516	0.858298175226423	0.82140588858636	0.972111570452526	0.860080463871015	0.917914991538577
"Cntn2"	3.83336066844583	3.6998939594203	3.9963977135713	3.49929191904005	3.95455761695049	3.45350889703365	3.63368309513077	3.33753583428999	3.49355417540509	3.97577266980187
"Nfasc"	3.60572748146205	3.34668608072871	3.817818342458	3.85997293258418	4.0857759843236	3.55403718339016	3.58347070227392	3.67401452060869	3.87222132816038	4.49592738470441
"Lrrn2"	-0.298584020025224	-0.281033491343468	-0.170337869765167	-0.28041043951018	-0.320409503321284	-0.320411500261451	-0.321025162223496	-0.231985980720624	-0.320130857497728	-0.317843453301208
"Mdm4"	8.00596093591403	8.16521037236448	8.19957380006831	8.16872403713994	8.1550647683957	8.11505793825672	8.29708246804472	8.37894936899107	7.94399734211846	8.03444425032205
"Pik3c2b"	0.481378429648679	0.462762254920239	0.503012594348253	0.61023888949282	0.494836003073477	0.619730450370845	0.49139297684768	0.5775667208076	0.496391904693861	0.465231789269664
"Ppp1r15b"	8.24814808054569	8.19437117039333	8.20017825990103	8.23121038508896	8.1166616076106	8.33467602699038	8.60175482578572	8.42996615736753	8.4130746458466	8.1590988320442
"Plekha6"	0.963053102709296	0.93842218304184	0.9391606157136	1.08427675013903	1.06362523221936	1.03326557042348	1.08111893620718	0.9644318024443	1.00457586400454	1.10459017263868
"Golt1a"	0	0	0	0	0	0	0	0	0	0
"Gm28040"	0	0	0	0	0	0	0	0	0	0
"Kiss1"	0	0	0	0	0	0	0	0	0	0
"Ren1"	0	0	0	0	0	0	0	0	0	0
"Etnk2"	0	0	0	0	0	0	0	0	0	0
"Sox13"	2.14464385300714	2.42054571592315	2.34052770403518	2.33562746204673	2.18123092272554	2.40588341149925	2.30915296521689	2.22486422847712	2.24888271715594	2.09525257922784
"Snrpe"	9.73404491397887	9.79721555274324	9.6579704257674	9.57413592503757	9.51521828526312	9.53328393981735	9.56813013815717	9.50912934557467	9.64868119287301	9.48441471616492
"Zc3h11a"	7.58775413434702	7.85281762119607	7.86028734188214	7.89697254757606	7.84153776918452	7.7013330147908	7.57021805795485	7.72454762893975	7.65153476179031	8.06011266800154
"Gm38394"	8.93147998802922	8.3399812537005	8.44276083045691	8.44428807115579	8.45257732028349	8.36045258939916	8.29016799911912	7.80695414548544	8.79358612173861	8.50262200787313
"Zbed6"	0	0	0	0	0	0	0	0	0	0
"Lax1"	0	0	0	0	0	0	0	0	0	0
"Atp2b4"	7.71463458193575	7.87453438907589	7.22442598313861	6.96463256131654	6.84936905578391	7.53409730638085	7.7938633183298	7.53167967298577	7.716607371812	7.52092476421166
"Optc"	2.64028023735116	2.44529270240098	2.42191872401328	2.38282574641084	2.17987200178049	2.46443776763623	2.33143263511244	2.26741557185012	2.29033413302675	2.16007234926657
"Prelp"	9.15039840915991	9.59696200763783	9.32950153120835	9.24735143905639	9.6014972307622	9.29406440652377	9.01880190014629	9.66473408104511	8.73353910108698	8.97205143594143
"Fmod"	12.644210896425	12.6656626901572	12.4648943478959	12.4579074967227	12.5265617050331	12.3418612702386	12.112970303781	12.5522479800321	12.0702908323611	12.2650263279871
"Btg2"	5.78205144949088	5.96598862669927	5.94330825432986	6.13894967466014	5.83160710640413	6.20425978378077	6.61870297611037	6.90994675458031	6.43701777268334	6.39544279970391
"Chit1"	-1.8801131034764	-1.88792597069129	-1.88763782929246	-1.88780501298727	-1.88906276904306	-1.88906482386474	-1.88971383527178	-1.86158336946597	-1.88877941625501	-1.88666158017803
"Chil1"	6.13268054770568	4.94891535490302	5.33863109861984	4.81156117570166	4.96415035572268	4.81807652546759	5.14756794968869	4.73600420899963	5.90424118132012	6.53497961877294
"Mybph"	0	0	0	0	0	0	0	0	0	0
"Adora1"	-0.954673032576328	-0.975198895682877	-0.975017864857733	-0.975123395236182	-0.82432449607976	-0.97587465488631	-0.946117802142441	-0.976334901204431	-0.975711259210627	-0.97270741832718
"Myog"	-0.201067974927317	-0.221863662883293	-0.221520611455451	-0.221720538733434	-0.223145789275743	-0.223148003290511	0.0298508011702993	-0.133236545924443	-0.222836903800998	-0.220304986600247
"Ppfia4"	1.68208778882255	1.64201921532225	1.60733777654069	1.81143225843014	1.62919033429258	1.80544326935159	1.73619342405142	1.73199165677666	1.69681162035349	1.57197392669862
"Tmem183a"	7.49857507368052	7.64129382856167	7.50226336005779	7.23673270199996	7.343397859038	7.47864033780744	7.80777677591204	7.65381206475112	7.69242481715966	7.78131549612817
"4933406M09Rik"	0	0	0	0	0	0	0	0	0	0
"Cyb5r1"	12.7154462098584	12.0468523635538	11.9997789926623	11.9351721473385	12.0765798696299	12.4211254249328	12.3454233487324	12.7233488864527	12.3434091327275	12.0241103044431
"Adipor1"	6.79002164081438	7.01513991405276	7.24343110476262	6.83841199959409	7.17976502825476	7.04799171791468	7.05505848901011	6.89663077953927	6.85963546074852	6.49141048538851
"Klhl12"	5.84954752910567	5.96504901798984	5.89891423267837	6.45246715673628	6.01214878997602	6.0119361572115	6.24950612395073	5.9255599038305	5.85788767389784	6.02151693924416
"Rabif"	5.91584401694141	6.03213425440044	6.04033756638437	5.93274790005348	5.83234561638346	6.25948131080071	6.18793394571415	5.94511797583173	6.0336971394089	6.09606298125358
"Mgat4e"	0	0	0	0	0	0	0	0	0	0
"Kdm5b"	6.54690582143962	6.60900998500055	6.83607442328326	7.1946160208639	6.82845840314487	7.0608143270778	7.07641130258211	7.22164102683493	6.89798843880445	7.33201575659999
"Syt2"	1.2967573949782	1.26451843470751	1.30566338151274	1.37879479912329	1.55930834430725	1.36093783266526	1.4370677174859	1.40608866960733	1.26174084527022	1.39635547163416
"Ppp1r12b"	5.93811710701716	5.7721940132285	5.65043412499904	5.73223328014212	5.85030224306306	5.87970985791556	6.23143300085492	5.81372577926633	5.88894121036571	5.78553621153802
"Ube2t"	5.92089417892162	6.22977815486705	6.33861303732923	5.82501171018896	6.16497915063682	6.09828567718182	5.74132867855298	5.95833497496035	5.98011329779498	6.11261167399299
"Lgr6"	3.84592871605868	3.94955208815392	3.61271710692465	3.73747952609973	3.71180590004281	3.65601825458005	4.44889493403229	4.1331529048027	3.90085855042404	4.23916287914634
"Ptpn7"	0.744212036193701	0.761098438382466	0.722918137703636	0.722531885104527	0.719776189299863	0.850241044975696	0.947566025555643	0.809024053184185	0.915258640271675	0.725265206873357
"Arl8a"	7.9773869505463	8.04034276035646	7.69059326330256	7.7834571125447	7.7026677722741	8.08069786954884	8.00403339456421	8.23262185401716	8.09127992432651	7.89268565300719
"Gpr37l1"	0	0	0	0	0	0	0	0	0	0
