""	"WT1"	"WT2"	"C1"	"C2"	"C3"	"Tg197-1"	"Tg197-2"	"Tg197-3"	"Tg197-C1"	"Tg197-C3"
"Il17f"	-2.17014891657318	-2.17423927485469	-2.17408842094607	-2.17417594850692	-2.17483443568678	-2.17483551147069	-2.17517529571514	-2.16786270423258	-2.17468608881343	-2.17357731426267
"Mcm3"	7.81382564556808	8.08694256279748	7.88078803064994	7.79476016111004	7.8445528728233	7.5863333154758	7.44245494898989	7.52595911121139	8.14357682740671	7.87492103158793
"Paqr8"	4.15863541404476	4.31942426955566	4.59996378843803	4.50772070285713	4.3202380103463	4.58186467677938	4.26074999287082	4.3664800938234	4.92910504803584	4.8770570216679
"Efhc1"	1.89409476752961	1.84600233281155	1.76836908966863	2.17159148669829	1.79717923942416	2.0704387455439	1.9975840547822	2.01768947464751	1.79961267794725	1.81936380155747
"Tram2"	6.71838117474648	6.86090221765907	6.80901206313785	6.78248870566879	6.93892466691262	7.25877713810347	6.89349883268844	6.88578496150602	6.75601052026906	6.89112251107272
"Tmem14a"	6.37567669054736	6.34808243604697	5.98239000723968	6.33581265924262	6.23989348096991	6.01715371938289	6.30937551975606	6.28089598057253	6.01555840079534	6.02702565663828
"Gsta3"	0.49207778013437	0.473443665870658	0.473992641081051	0.512738456108579	0.570223874887487	0.659344861459525	0.562460765203271	0.501083428371018	0.507102028434416	0.561924353929894
"Khdc1a"	0	0	0	0	0	0	0	0	0	0
"Khdc1c"	0	0	0	0	0	0	0	0	0	0
"Khdc1b"	0	0	0	0	0	0	0	0	0	0
"Kcnq5"	2.09726676224774	2.07979691159106	2.19592288999603	2.15671366370294	2.06884379738332	2.22790630798499	2.26582549908774	2.35729642924186	2.5404226334271	2.21687713733415
"Rims1"	0.222770701019011	0.202612322214209	0.203095766296267	0.202814054265157	0.200802924310089	0.423047296734375	0.199837603395971	0.231668850912517	0.429938613566199	0.204806602698377
"4933415F23Rik"	-2.17014891657318	-2.17423927485469	-2.17408842094607	-2.17417594850692	-2.17483443568678	-2.17483551147069	-2.17517529571514	-2.16786270423258	-2.17468608881343	-2.17357731426267
"Ogfrl1"	6.88674269424115	6.59034263556405	6.84501611404982	6.4136027775131	6.44856066813078	6.59286358122759	6.59024421809873	6.65669344836551	6.722868709152	6.20659679403567
"B3gat2"	0	0	0	0	0	0	0	0	0	0
"Smap1"	7.50313990264396	7.57373381444305	7.56042947213767	7.65669008676162	7.35838482661831	7.57601744716792	7.41117239445051	7.63639712789061	7.58155084844239	7.56938829774788
"Sdhaf4"	7.08200100548407	7.1820807538313	6.79980450935031	7.2231263610234	7.21521780291379	7.08939799321134	6.79683268000015	7.0537384240976	6.79497077201106	6.94258567389725
"Fam135a"	7.24805731233564	7.23976723287101	7.08549016244613	7.11465724915613	7.26275599660477	6.97802293484175	7.10225111914357	7.26545907804761	6.9336501556719	7.23387099527672
"Col9a1"	-0.945053019821267	-0.92871561693339	-0.855324714196121	-0.928152958352688	-0.966463837204388	-0.966465029787943	-0.966831248506305	-0.966937421428456	-0.96629737407314	-0.963372827994676
"Col19a1"	0	0	0	0	0	0	0	0	0	0
"Lmbrd1"	7.42851251914444	7.24131485981632	7.33796544763812	7.38699467505712	7.62495036889278	7.47591792079798	7.78943719776789	7.7638914745282	7.25933392543691	7.32481730682287
"Adgrb3"	0	0	0	0	0	0	0	0	0	0
"4931408C20Rik"	0	0	0	0	0	0	0	0	0	0
"Gm597"	0	0	0	0	0	0	0	0	0	0
"Phf3"	7.48011196230781	7.9338271903536	7.74463415371949	7.96287210277921	7.80359315678867	7.50095596279278	7.4517802650645	7.73037016873792	7.80709336651724	8.07921931692705
"Ptp4a1"	7.3149270307574	7.3683343019075	7.13472403938558	7.3028439610048	7.19560492292052	7.19048964075757	7.07889640303608	7.136624226868	7.5121911222671	7.4225093116016
"4931428L18Rik"	0	0	0	0	0	0	0	0	0	0
"Lgsn"	0	0	0	0	0	0	0	0	0	0
"Pih1d3"	0	0	0	0	0	0	0	0	0	0
