""	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"Tigd5"	15.6734352178272	-1.30777334519994	0.715750904556898	-1.82713474321007	0.0676795125677575	NA
"Ccdc166"	7.10733160350083	-0.368388445100922	0.924661048548297	-0.398403767174238	0.690332581468063	NA
"Mapk15"	1.21215679620188	1.91140912113801	2.53779508559157	0.753177091401159	0.451343503605432	NA
"Fam83h"	10.8548644194109	-1.13478589647007	0.896806748825715	-1.26536279745437	0.205741304868095	NA
"K230010J24Rik"	2.5735531622563	-1.5879956916187	1.63932910813651	-0.968686326459385	0.332701716859741	NA
"Eppk1"	1.37320230925254	-2.56471176003337	2.8235982295124	-0.908313276735645	0.363712729904712	NA
"BC024139"	0	NA	NA	NA	NA	NA
"Parp10"	17.9177646794223	-0.368414946857091	0.61031881575256	-0.603643435771864	0.546080728112926	NA
"Spatc1"	0	NA	NA	NA	NA	NA
"Smpd5"	0.901933769677213	-3.52160236289095	2.81078076194038	-1.25289115770803	0.210245320289347	NA
"Oplah"	10.795080810509	-3.73161957069136	1.57469050733223	-2.36974793034937	0.0178002162441158	NA
"Gm35339"	3.03575364764867	-0.732181423763698	1.48632304755919	-0.492612575015958	0.622286361044125	NA
"Tssk5"	0	NA	NA	NA	NA	NA
"Scrt1"	0.625111110131739	0.803040670584925	3.33451840037974	0.240826582481438	0.809689526026323	NA
"AC157566.4"	0	NA	NA	NA	NA	NA
"Slc39a4"	1.07051888583396	-2.64783706626249	3.12272557974892	-0.847924993292362	0.396479744391961	NA
"Tonsl"	5.79409299878725	-0.396649180282565	1.1089377537641	-0.357683899692484	0.720579883230927	NA
"Kifc2"	6.40098178002157	-0.710748157255307	0.97335989832689	-0.730200780283853	0.465267465679993	NA
"Foxh1"	0.169047658294136	-0.586491229553945	4.56215292161375	-0.128555802409729	0.897709140583155	NA
"Gpt"	6.13009172129605	-0.137457281089605	1.11921373604423	-0.122815934671635	0.90225285574697	NA
"Recql4"	6.59617321417143	1.57809479414691	0.884862842678964	1.78343435618695	0.0745156247975733	NA
"Lrrc24"	0.177804102425182	0	4.56215292161588	0	1	NA
"C030006K11Rik"	19.1187874732064	-0.927859036931719	0.639132364363735	-1.45174785172304	0.146571728673586	NA
"Arhgap39"	9.8431199785402	0.101402026845474	0.89034165984681	0.113891140242635	0.90932408892917	NA
"Zfp7"	10.8335154665339	-0.474677227817502	0.775988337959816	-0.611706651501356	0.540731860324272	NA
"Commd5"	0.585004136526267	-2.45488824414649	3.77260300543818	-0.650714702980354	0.515230670251718	NA
"Zfp647"	8.12526979869893	-0.572058837033446	1.00654025869596	-0.568341735058454	0.569802945210095	NA
"Mb"	1.11428585555447	-2.05831113598271	2.96531504002103	-0.694128990749029	0.487601319214342	NA
"Apol7a"	3.55225433308861	1.40119369218247	1.5884277974621	0.882126146634562	0.377708594211764	NA
"Apol9a"	5.60234219296468	0.775159121071875	1.02395360704897	0.757025626684279	0.449034509492266	NA
"Apol7b"	0	NA	NA	NA	NA	NA
"Apol10a"	0	NA	NA	NA	NA	NA
"Apol11a"	0	NA	NA	NA	NA	NA
"Apol7c"	0	NA	NA	NA	NA	NA
"1700025B11Rik"	0	NA	NA	NA	NA	NA
"AL592187.3"	0	NA	NA	NA	NA	NA
"Apol11b"	0.306066276866401	-0.656714342448419	4.47507087601776	-0.146749484118297	0.883329758705295	NA
"Apol7e"	0	NA	NA	NA	NA	NA
"Apol9b"	2.84607466274595	-0.697989743082049	1.59706078591984	-0.437046447596569	0.662077663507265	NA
"Apol8"	2.55799955375084	4.20777295199308	1.91819616129711	2.19360930695833	0.0282635087616512	NA
"Cacng2"	0.15292681932386	-0.586496486082005	4.56215292161587	-0.128556954613059	0.897708228823332	NA
"Pvalb"	0	NA	NA	NA	NA	NA
"Ncf4"	1.44096365158308	-2.01232538476212	2.1175016301564	-0.950330028607106	0.341944585392438	NA
"Csf2rb2"	0.487483532330596	-2.43741022025754	3.68837498081367	-0.660835797047901	0.508717623271385	NA
"Csf2rb"	2.90757721069943	0.847409031056986	1.48374811834834	0.571127282709071	0.567913365893116	NA
"Tex33"	0	NA	NA	NA	NA	NA
"Tst"	4.10793166812602	-1.83039431879954	1.31148515722158	-1.39566529496779	0.162815309822056	NA
"Mpst"	15.9878741097142	-0.749933034788393	0.719826791277547	-1.04182428867008	0.297493151050334	NA
"Tmprss6"	1.92192721959435	1.36826329353528	1.90658399507331	0.717651725321792	0.472972055837835	NA
